ratio_loss_0.1,ratio_loss_0.2,ratio_loss_0.6,ratio_loss_0.8,ratio_loss_0.9
0.000295348057989,0.0002646331558935,0.0002467393642291,0.0001774363918229,0.0001853963913163
0.0002995874383486,0.0002647275105118,0.0002432395413052,0.0001771209208527,0.0001707846531644
0.0003155306330882,0.0002787567791529,0.0002240433532278,0.000177852489287,0.0001847787643782
0.000278530496871,0.0002677015145309,0.0002363327221246,0.0001764144981279,0.0001846899685915
0.0002803282113745,0.0002820458030328,0.0002227756485808,0.0001774038828443,0.0001756663259584
0.000281389337033,0.0002536980318836,0.000216407017433,0.0001748953363858,0.0001789927773643
0.0002866824215743,0.0002750245330389,0.00023794505978,0.0001700743450783,0.0001630837359698
0.0002712693240027,0.0002453665656503,0.0002255561412312,0.0001664631126914,0.0001543972321087
0.000291155418381,0.0002533785882405,0.0002199227747041,0.0001656097883824,0.0001539625809527
0.0002674161805771,0.000244374066824,0.0002290785778313,0.0001636687666177,0.0001677629479672
0.0002701833145692,0.0002516119275242,0.0002143717138096,0.0001539634249638,0.0001522354286862
0.0002611583913676,0.0002486585581209,0.0002156229020329,0.0001520651858299,0.0001551875611767
0.0002683497150428,0.0002341326908208,0.0002087790926452,0.0001502174127381,0.0001515344483777
0.0002616399142425,0.0002299700427101,0.000206522148801,0.0001549673615954,0.0001582515687914
0.0002462471602484,0.0002412789617665,0.0002136450348189,0.0001537766656838,0.0001483607193222
0.0002483215939719,0.0002406440034974,0.0001958696229849,0.0001504497195128,0.0001456255849916
0.0002668610250111,0.0002382290404057,0.0002081319980788,0.0001413533318554,0.0001529092842247
0.0002535035018809,0.0002370088914176,0.0001988428412005,0.0001468181726522,0.0001452378346584
0.0002540593850426,0.0002360544021939,0.0001938494533533,0.0001378230226691,0.000135946116643
0.000244676542934,0.000229528377531,0.0001910454593598,0.0001376108557451,0.0001350122038275
0.0002471034531481,0.0002195237320847,0.0001887470425572,0.0001345527125522,0.0001447933318559
0.0002477575908415,0.0002243916824227,0.0001774752599885,0.0001465350796934,0.0001300215371884
0.0002292167773703,0.0002149656356777,0.0001945760159287,0.0001400208566337,0.0001285462640225
0.0002357221092097,0.0002085687010549,0.0001817705633584,0.000137686234666,0.000135726557346
